Course Code,Title,Description
PSYC 4134,- Language Development,"Survey of theories, mechanisms, and processes in human language development. Empirical overview of phonology, semantics, syntax, and pragmatics. Developmental trajectories of mono- and multilingual children. Cultural constraints on language. Perception of language and production of language, in typical and atypical subpopulations (e.g., hearing impairment). Junior/Senior Standing."
PSYC 4154,- Bilingual Development and Cognition,"Survey of the process of language acquisition for children exposed to two languages during their early development. Cognitive development in children growing up in bilingual homes. Exploration of the effects of family factors, social experiences, cultural language norms, and language policies on bilingual children and adults in the current transnational environment of immigration and globalization. The effects of heritage language preservation on cultural identity and issues of equity related to linguistic discrimination in the United States."
PSYC 4184,- The Science of Giving,"Overview of the science of giving, altruism, helping, cooperation, and prosocial behaviors and decision making. Exploration of the personality contextual, cognitive, and affective factors that move people to help others in need. Application of psychological and behavioral principles necessary to craft interventions such as nudges to increase giving with emphasis on public policy. Methodological issues related to laboratory and field experiments. Ethical considerations in persuasion and influence."
PSYC 4194,- Predicting Social Behavior,"Overview of the process of predicting human choices, preferences, and actions in social contexts. Applications of measurement theory to data preparation, formatting, and scaling. Implications of psychological biases for data transformation and cleaning. Theory-guided predictor variable selection and development. Applications of machine learning to social settings. Evaluating prediction quality, bias, and generalizability. Developing predictive models in software. Ethical and societal implications of predicting human behavior."
PSYC 4214,- Cognitive Psychology Laboratory,"Design, operation, and analysis of experiments to study human cognitive processes (e.g., attention, memory, and decision-making)."
PSYC 4234,- Laboratory in Developmental Psychology,"Research design and implementation in the study of perceptual and motor development, language development, cognitive development, and social development."
PSYC 4244,- Laboratory in Advanced Learning,"Experimental techniques for studying the development, maintenance, and retention of behavior change in humans and animals.  Laboratory exercises in Pavlovian and Instrumental Conditioning, verbal learning and memory."
PSYC 4254,- Personality Research Laboratory,"Laboratory course in personality research techniques. Emphasis on experimental, archival, questionnaire, and psychobiographical approaches."
PSYC 4264,- Laboratory in Physiological Psychology,"Experimental techniques in the area of physiological psychology including: handling and care of laboratory animals, anesthetic and surgical techniques, and measurement of physiological variables."
PSYC 4274,- Laboratory in Sensation and Perception,"Overview of the major experimental techniques and phenomena of sensation and perception.  Emphasis on psychophysical methods, signal detection, dark adaptation, perceptual illusions."
PSYC 4284,- Laboratory in Social Psychology,"Design, performance, and analysis of experiments in social psychology.  Various methodologies used in social research (e.g., laboratory experimentation, field observations) will be studied through actual performance of experiments."
PSYC 4294,- Laboratory in Psychological Measurement,"Design and implementation of psychological assessment devices including issues of test construction, reliability, validity, standardizing, and detecting test bias."
PSYC 4354,- Senior Seminar,For Psyc majors. Intended to provide in-depth coverage and discussion of a small set of topics selected by members of the seminar.
PSYC 4364,- Senior Seminar,For Psyc majors.  Intended to provide in-depth coverage and discussion of a small set of topics selected by members of the seminar.
PSYC 4454,- Neuroeconomics,"Neural processes related to reward, learning, reflection, delay of gratification, and social interaction. Clinical uses of neuroeconomics research techniques. Implications of neuroeconomics, policy, law and business."
PSYC 4964,- Field Study,No description available
PSYC 4974,- Independent Study,No description available
PSYC 4974H,- Independent Study,Honors section.
PSYC 4984,- Special Study,No description available
PSYC 4994,- Undergraduate Research,No description available
PSYC 4994H,- Undergraduate Research,Honors section.
PR 2044,- Principles of Public Relations,Principles of public relations practice; public relations in organizations; responsibilities of the public relations practitioner; legal and ethical considerations; role of public relations in society; history of the field and key people who influenced its development; choosing appropriate communication channels/media.
PR 3014,- Public Relations Cases,"Analysis of contemporary and historic public relations cases. Emphasis on theories, research techniques, planning methods, implementation strategies, evaluation standards, and ethical considerations in public relations programs and campaigns."
PR 3034,- Topics in Public Relations and Advertising,"Selected topics in public relations and advertising. Emphasis on theoretical, practical, or ethical issues in selected contexts. May be repeated 1 time with different content for a maximum of 6 credits."
PR 3084,- Advanced Public Relations Research Methods,"Analysis and implementation of contemporary academic and professional research tools for public relations.  Emphasis on development of research designs, assessment and evaluation of public relations programs and campaigns, and implementation of ethical research practices and standards."
PR 3144,- Writing and Editing for Public Relations,"Advanced writing and editing used to structure and present information in public relations practice. Includes message development, message design for delivery through various media, copyediting skills and tools, strategies for dissemination, and legal and ethical issues in public relations writing."
PR 3324,- Corporate Communication,"Examines communication theories, strategies and tactics that corporations use in their public relations efforts to reach and influence publics. Prepares students for in-house public relations work and familiarizes them with expectations of corporate clients. Introduces students to the important role communication plays within and between for-profit, nonprofit, and government institutions. Emphasis on the influence of corporate culture, ethics and values on communication styles. Junior standing required."
PR 3334,- Public Relations and Corporate Social Responsibility,"Explores role of communication in corporate social responsibility. Emphasis on the ethical implications of communicating the need to generate profits with the need to ensure that corporate actions do not harm important stakeholders such as employees, investors, customers, and communities."
PR 3344,- Public Relations and Sports,"Examines communication theories, strategies, and tactics that sports organizations use in their public relations efforts. Introduces students to the dynamic relationship between sports organizations, media, and fans. Study of ethics and professional standards in sports public relations. Emphasizes the role of public relations in sports as a strategic communication and management function."
PR 4074,- Organizational Communication,"Role of communication in complex organizations; communication networks, communication and management, message systems, decision-making; relationships between organizational theory and communication."
PR 4164,- Public Relations Administration,"Public Relations (PR) administration issues related to budgeting, strategy, legal issues, and campaigns in an organization.  Emphasis on PR theory and ethics."
PR 4304,- Public Relations Campaigns,"Public relations campaign research, planning, implementation and evaluation. Emphasis on applying theory in campaign contexts; executing applied research; setting objectives; developing strategic plans, messages and budgets; carrying out courses of action; and evaluating results."
PR 4364,- Crisis Communication and Issue Management,"Communication theories of risk, crisis, emergency, and public/private issue management. Legal and ethical considerations in issue management and crisis communication. Communication strategies and tactics for issue and crisis management. Reputation management and image restoration as they relate to risk, crises, emergencies, and issues."
PR 4404,- Strategic Communication Capstone,"Research and theory in strategic communication. Cultural awareness of diverse publics. Relationship, reputation, crisis, and issue management in interpersonal, group, organizational, and corporate communication contexts. Ethical standards in strategic communication. Corporate social responsibility."
PR 4414,- Public Relations Standards and Practices,"Addresses complexities of public relations research, planning, implementation, and evaluation required for professional certification. Includes special emphasis on public relations legal and ethical practices. Senior standing.Fee $150."
REAL 1004,- Discovering Real Estate,"First year experience for the Program in Real Estate. Academic planning, career exploration, and resources for academic success.  Leadership, team building, communication and problem solving in the real estate industry.  Role of ethics in the profession.  Introduction to peer and professional mentors."
REAL 1014,- Careers in Real Estate,Provides an overview of multiple facets of the industry and highlights potential real estate careers. Examines academic training and specific skills needed to integrate knowledge from different real estate disciplines Provides an understanding of ethical leadership and pathways to achieve professional success through utilizing professional skills. Pre: First year or sophomore standing.
REAL 2004,- Principles of Real Estate,"Introduction to real estate, including markets, land use planning and zoning, development, finance, construction, sales, marketing, management and property valuation. Examines the key actors and processes in each of these areas.  Explores major public policies impacting real estate"
REAL 2024,- Principles of Real Estate Sales,"Preparation for the Virginia Salesperson License Exam. Residential real estate sales, mortgages and deeds of trust, types of mortgages, liens, real property management, land use controls, deed restrictions, real estate laws, mandated disclosure, property tax and Real Estate Board Regulations. Pass/Fail only."
REAL 2034,- Real Estate Data Analysis,"Overview of statistical analysis for use in the real estate market. Introduction of statistical tools and skills needed to draw conclusions from the data. Understanding data, coding and preparing the data, probability and inference, and special topics in inference including insights to inform ethical management and investment decisions."
REAL 2044,- Professional Development in Real Estate,"Professionalism in the real estate industry including professional demeanor, interpersonal and intrapersonal skills, lifelong learning and ethics. Exposure to topics related to personal and professional development such as mentoring, networking, leadership, influencing, negotiating, personal improvement, and utilizing technology in a professional manner."
REAL 2984,- Special Study,No description available
REAL 3024,- Applied Real Estate Development,"Examines real estate development from design and construction through asset management. Develops analysis tools based on comprehensive plans and regulations, conceptional design, market analysis, design aspects of products, security financing and sustainability. Categorizes construction contracts, zoning, leasing and property management. Determine sustainability and observe various stakeholders."
REAL 3034,- Real Estate Market Analysis,"Market potential of residential, retail, office and industrial, hotels and resorts, and mixed use real estate development projects.  Market analysis, identifying a market area, conducting demand and supply analyses, reconciling demand and supply."
REAL 3044,- Financing Real Estate Projects,"Methods and tools for analyzing commercial real estate from the perspective of a developer. Land valuation, equity and debt financing, measuring project returns, public private partnerships, and real estate capital markets."
REAL 3954,- Study Abroad,No description available
REAL 3984,- Special Study,No description available
REAL 4034,- Real Estate Analytical Methods,Analytical approaches to contemporary topics and issues in real estate decision making. Content varies. Pass/Fail only.
REAL 4044,- Applied Real Estate Investments,"Advanced concepts and practices in real estate investing with topics including but not limited to advanced real estate financial modeling, investment risk and return analyses, securitization, sources of funding, portfolio management, and risk management strategies."
REAL 4054,- Real Estate Investment Analysis,Analyze supply and demand to predict and model future real estate cash flows. Evaluate real estate investments using financial ratios and conduct financial risk sensitivity analysis to inform a real estate development decision. Generate formal real estate developmental reports. Participate in external real estate case competitions to further comprehension of a real estate analysis and report drafting. Restricted to REAL majors.
REAL 4064,- Real Estate Appraisal,"Application of economic principles to the valuation and appraisal of property including statistical analysis. Cost approach, sales comparison approach and income capitalization approach to conducting appraisal. Appraisal report for evaluating rural property, commercial, residential and transitional. Ethical and professional requirements. Pre: Senior standing."
REAL 4074,- Residential Real Estate Studio,"Course provides mock, real-world learning in a student-led environment. Students design, analyze site and financial feasibility, formulate construction plans, and execute leasing and sale of a residential real estate project. Students select a project in consultation with faculty and industry advisors. Work focuses on all elements of the life cycle a residential real estate project from preliminary design through sale of the developed project. For majors only, senior standing."
REAL 4075,- Commercial Real Estate Studio,"Couse provides mock, real-world learning in a student-led, team environment. Teams utilize knowledge from prerequisite courses. Teams undertake year-long projects where they design, analyze site and financial feasibility, formulate construction plans, and execute leasing and sale of complex commercial real estate developments. Teams select projects in consultation with faculty and industry advisors. Work focuses on life cycle of real estate projects from design through sale of development. 4075: topics covered include team building, site/project selection, due diligence, initial site design and market analysis. 4076: topics covered include final site design, financing, construction, leasing and property management, and sale. For majors only, senior standing. Design/Lab Studio."
REAL 4076,- Commercial Real Estate Studio,"Couse provides mock, real-world learning in a student-led, team environment. Teams utilize knowledge from prerequisite courses. Teams undertake year-long projects where they design, analyze site and financial feasibility, formulate construction plans, and execute leasing and sale of complex commercial real estate developments. Teams select projects in consultation with faculty and industry advisors. Work focuses on life cycle of real estate projects from design through sale of development. 4075: topics covered include team building, site/project selection, due diligence, initial site design and market analysis. 4076: topics covered include final site design, financing, construction, leasing and property management, and sale. For majors only, senior standing. Design/Lab Studio."
REAL 4754,- Real Estate Law,"Sources of commercial real estate law, U.S. legal framework and regulatory laws relating to zoning and entitlements, elements of a contract and contract law. Legal interests in real property ownership, conveyance and easement documentation. Legal implications of real estate financing. Residential landlord/tenant law."
REAL 4964,- Field Study,No description available
REAL 4974,- Independent Study,No description available
REAL 4984,- Special Study,No description available
RLCL 1004,- Introduction to Religion and Culture,"This course introduces students to foundational concepts and debates within the humanities and social sciences by studying one of a rotating set of themes (e.g. love, evil, apocalypse) located at the intersection of religion and culture.  Emphasis on cultural diversity, historical transformation, interdisciplinary inquiry, problem-solving and the application of academic discussions to everyday life situations."
RLCL 1004H,- Intro to Religion & Culture,"This course introduces students to foundational concepts and debates within the humanities and social sciences by studying one of a rotating set of themes (e.g. love, evil, apocalypse) located at the intersection of religion and culture.  Emphasis on cultural diversity, historical transformation, interdisciplinary inquiry, problem-solving and the application of academic discussions to everyday life situations."
RLCL 1014,- World Religions,"Formation of the category of world religions in the modern West. Basic worldviews, embodied practices, and traditions included under the rubric of world religions. The encounter of and mismatch between traditions identified as world religions and the category of world religions as an instrument of colonialism and imperialism."
RLCL 1024,"- Judaism, Christianity, and Islam","Nature of religion and the analysis of it from an academic perspective.  Basic tenets of Judaism, Christianity, and Islam, including their manifestations in the United States and their involvement in critical issues in a global context Interpretation of key texts from various historical and cultural contexts."
RLCL 1034,- Religion and the Modern World,"Modern challenges to traditional religion and responses to these challenges, including: religion as an object of critique; law, sovereignty, and religion; religion, gender, and race; religion, science, and technology; religion and media presentations."
RLCL 1034H,- Religion and the Modern World,"Modern challenges to traditional religion and responses to these challenges, including: religion as an object of critique; law, sovereignty, and religion; religion, gender, and race; religion, science, and technology; religion and media presentations."
RLCL 1044,- Religious Ethics,"Influential representative social and religious ethical perspectives from ancient Greek philosophers to the present; ethical reasoning on current pressing and perennial social issues - bioethics, sexuality, family, poverty-- based on historical and ethical analysis of case studies; theoretical assumptions about morality as the relation between living a virtuous life and performing ethical duties."
RLCL 1054,- Virginia Tech Prison Book Project,A one-hour course with the Virginia Tech Prison Book Project.  Students will complete a learning module about carceral institutions in the United States and the impact of educational opportunities on the lives of incarcerated people.  They will then participate in a service learning event where they match individual requests from incarcerated readers to books and prepare the books for shipping.
RLCL 1084,- Food Studies,"Interdisciplinary introductory course explores how food shapes and is shaped by culture and society. Examines how people use food to express meanings (e.g., via foodways, story, art, architecture, religion, ethical codes), how food options, practices, and inequities are shaped by social structures (e.g. cultural and legal norms regarding race, class, and gender), and how the material properties of food (e.g., chemical, ecological, technological) are linked to identities, ideological commitments, and historical moments."
RLCL 1134,- The Ancient Mediterranean World,"Ancient cultures of the Mediterranean world with a focus on their embodiments in the arts, literature, history, philosophy, and religion. Emphasis on Greek, Hellenistic and Roman cultures, their interrelationships with each other and their historical, cultural, material and intellectual encounters with contemporary Mediterranean cultures as well as their influence on later and modern cultures."
RLCL 1214,- The Medieval World,"Introduction to Europe and the Mediterranean world in the period between antiquity and the European encounter with the Americas.  Investigation of the arts, literature, philosophy, and history of the period in the Christian, Jewish, and Islamic traditions and the multiple types of encounters that those communities experienced.  Analysis of the impact the medieval world continues to have on the modern West."
RLCL 1504,- Introduction to Popular Culture,"The development and formation of the category of popular culture. Competing theories and methods for analyzing popular culture. Activities, objects, and ideas included under the rubric of popular culture. Critical thinking about the production of popular culture in relation to race, gender, class, and other forms of human difference."
RLCL 1904,- Religion and Culture In Asia,"Historical and geographical overview of diverse religious/cultural traditions in Asia, such as Hinduism, Buddhism, Sikhism, Confucianism, Daoism, and Shinto. Investigation of the categories religion and culture and their interactions in Asia. Examination of different methodological and interdisciplinary approaches and their integration, with emphasis on critical thinking about the complexities of studying religion and culture in Asia. Asia on a global stage, including Western views of Asia and Asian views of the West."
RLCL 1904H,- Religion and Culture in Asia,"Historical and geographical overview of diverse religious/cultural traditions in Asia, such as Hinduism, Buddhism, Sikhism, Confucianism, Daoism, and Shinto. Investigation of the categories religion and culture and their interactions in Asia. Examination of different methodological and interdisciplinary approaches and their integration, with emphasis on critical thinking about the complexities of studying religion and culture in Asia. Asia on a global stage, including Western views of Asia and Asian views of the West."
RLCL 2004,- Case Studies in Religion and Culture,"Significant case studies in the study of religion and culture with an emphasis on influential and emerging research. Focused engagement with humanities and social sciences research grounded in analysis, comparison, and evaluation of relevant case studies."
RLCL 2054,- Ethnography: Studying Culture,"Introduction to the methodological tools used by anthropologists and other social scientists to study culture. Engagement with the development of, and debates about, ethnographic methods, as well as their application to case studies. Focus on sample ethnographic accounts of peoples throughout the world, as well as research techniques applicable to many different cultural environments."
RLCL 2104,- Greek New Testament,"Readings from the New Testament in Greek, with attention to grammatical analysis, historical background and other clues interpretation. May repeated with different content for a maximum of 9 credits."
RLCL 2124,- Religion in American Life,"Understanding and integrating source materials for the study of religion in American life. Genealogy of religion and culture in America (USA). Changes and transformations in religious beliefs and practices and their influences on American life. Debates about religion and culture. Entanglements of religion, politics, race, ethnicity, and law."
RLCL 2134,"- Judaism: A Survey of History, Culture, and Heritage","Introduction to the academic study of Judaism; a variety of scholarly approaches to Jewish textual and cultural sources, including the Hebrew Bible, rabbinic literature, and diverse contemporary cultural, religious, and social expressions. Emphasis on developing skills in critical thinking, reading, and writing about Judaism as a way of understanding the beliefs, philosophies, and histories of global Jewish communities past and present."
RLCL 2144,- African Religions,"The role of religious (or belief) systems in African societies, especially the three predominant religious traditions in Africa: the so-called African Traditional Religious, Islam, and Christianity; the universe of religious systems and religious experiences and processes of Africa, in particular, Sub-Saharan Africa; critical examination of the mythic stature of Africas religions within Western cultural (and scholarly) world views and institutions."
RLCL 2204,- Race and Gender in Religion and Culture,"Influence of race and gender on religion and culture. Overview of approaches to categories of diversity, particularly race and gender, in religious and cultural traditions. Utilization of humanistic and social scientific approaches to investigate geographically variable historical and/or contemporary case studies."
RLCL 2324,- Islam,"Addresses the rise of Islam under the Prophet Muhammad in Arabia, the development of Islam in the Middle Ages, and its resurgence in the 20th century. Issues of geographical, temporal, and ideological diversity, and critical thinking about representations of Islam in the West. Islamic orthodoxy addressed by
examining the question of who represents Islam, when, and how."
RLCL 2374,- Gods and Kings in Premodern India,"History of India from pre-historical times to approximately 1700, with particular focus on the interplay between religion and politics. Emphasis on sources for and interpretations (historiography) of early Indian history. Literary versus archaeological record of pre-historic India, the earliest empires and rulers, and impact of the Islamic and wider world on India.  Legacies of ancient and medieval India in the contemporary world."
RLCL 2384,- Gandhi in the Making of Modern India,"History of India since approximately 1700, with particular focus on Gandhis influence on modern India and the world. Emphasis on sources for and interpretations (historiography) of modern Indian history. Examination of pre-colonial and colonial pasts and legacies. Exploration of Gandhis role in political, social, cultural, and religious movements of the early 20th century, and Gandhis legacy in the independent states of South Asia and the contemporary world."
RLCL 2394,- Tofu to Tikka: Food in Asian History,"Exploration of the evolution and alterations of food and cuisines throughout Asian history. Examination of the economic, geographical, political, philosophical/religious, and social underpinnings of food in premodern Asian societies; influence of the Columbian Exchange of Asian and global cuisines; Euro-American imperialism’s impact on food and society in Asia and in the European and American metropoles; emergence of national cuisines in Asia; and Asian food in the post-colonial diaspora."
RLCL 2414,- Hebrew Bible/Old Testament,"Introduction to the academic study of the Hebrew Bible (Old Testament), including its contents, contexts, major themes, and reception; a variety of scholarly approaches, including historical-critical, literary, ethical, and gender studies methods.  Emphasis on developing skills in critical thinking, reading, and writing about the Hebrew Bible (Old Testament)."
RLCL 2424,- New Testament,"Introduction to the academic study of the New Testament, including gospels, Pauline materials, theological themes, and sources on the emerging church. A variety of scholarly approaches to the New Testament texts and contexts, including historical-critical, redaction critical, and literary methods. Emphasis on developing skills in critical thinking, reading, and writing about the New Testament and the ancient Mediterranean world as a way of understanding the religion and history of early Christianity."
RLCL 2434,- Legends of King Arthur,"Introduction to legends of King Arthur, including stories, novels, and films from a wide historical timespan. Tales of knights, kings, and fair maidens that have entertained generations and irrevocably shaped cultural values surrounding gender relations, justice, violence, and the use and abuse of power. Analysis of individual texts and broader consideration of the Arthurian tradition during key literary-historical periods from the medieval era to the present."
RLCL 2444,- Greek and Roman Myth,"Surveys ancient Greek and Roman mythology.  Provides students with an introduction to selected myths from ancient Greek and Roman literature, including appropriate historical background information.  Familiarizes students with how theories of myth have been applied to individual stories and how such mythological tales have been received by authors and artists in subsequent cultures.  Explores the interaction and interdependence of mythological tales from different cultures and perspectives.  In English."
RLCL 2464,- Religion and Science,"Exploration of the relationships between religion and science in the western tradition. Basic frameworks for relationships between religion and science in historical and cultural context, types of human knowledge and truth, similarities and differences between science and religion, evolution, the origins of the creationist movement, and contemporary moral and ethical issues."
RLCL 2474,- Religion and Violence,"Investigation of the categories of religion and secularity as they apply to war and peace.  Analysis of episodes from both past and present in which religion seems to have played a role.  Introduction to research skills related to the study of religion and violence, building from theoretical and historical considerations."
RLCL 2484,- Religion and Politics,"Investigation of religion and politics as distinct categories in different times and places. Analysis of episodes from both past and present in which religion and politics have come together, or have been kept apart. Examination of the roles religion and politics play in the modern world and how they impact the lived experience of diverse populations both in the United States and throughout the world."
RLCL 2504,- Introduction to American Studies,"Methodology and tools of American Studies, with a focus on developing analytic skills to assess discourse across varied media.  Interdisciplinary investigation of histories, politics, cultures, and beliefs in the Americas, including the impacts of encounter and exchange.  Intensive study of a specific topic or period."
RLCL 2514,- Asian American Experience,"Interdisciplinary overview of the diverse Asian American experience, incorporating non-Eurocentric perspectives on the Asian immigrant experience and dialogue between Asian American and non-Asian American students. Examination of different historical tracks of various Asian ethnicities, experience of racism, discrimination, cultural adaptation and conflict, and economic survival and success. Gender, age, religious affiliation, family values and inter-generational differences among Asian Americans. The complexity of minority status and the stereotype of “model minority.” Activism, political participation, leadership and the meaning of citizenship among Asian Americans. Representations of Asian Americans in the arts and media."
RLCL 2964,- Field Study,No description available
RLCL 2974,- Independent Study,No description available
RLCL 2974H,- Independent Study,No description available
RLCL 2984,- Special Study,No description available
RLCL 3014,- Women and Gender in Islam,"An examination of women and gender in Islam from a variety perspectives including Muslim women in Islamic history, normative constructions of the role of women in Islam, and womens roles in contemporary Muslim societies. Understanding of women in classical Islam; feminist and reformist approaches; and Western constructions of the rights of women if Islam."
RLCL 3024,- Religion and Literature,"Read works from world literature, guided by selected critical readings.  Compare/contrast diverse models of religion and literature.  Study how modernity has impacted traditions of religion and culture.  Interpret literary texts that draw from multiple religions.  Analyze religion-literature controversies in a range of social, cultural, political contexts.  Synthesize sources of multiple media, formats, and contexts."
RLCL 3034,- Theories of Popular Culture,"Examination of theories for understanding the ways in which popular objects and practices (such as television programs, films, or attending sporting events) represent, maintain, and contest societal norms, including norms regarding gender and sexuality, race and ethnicity, and class and place, with an emphasis on the United States."
RLCL 3034H,- Theories of Popular Culture,"Examination of theories for understanding the ways in which popular objects and practices (such as television programs, films, or attending sporting events) represent, maintain, and contest societal norms, including norms regarding gender and sexuality, race and ethnicity, and class and place, with an emphasis on the United States."
RLCL 3144,- Language and Ethnicity in the United States,"Exploration of how racial and ethnic identity are expressed through the use of different languages and dialects. Examination of how language is related to issues of equality, social opportunity, and discrimination in the United States."
RLCL 3204,- Multicultural Communication,"Exploration of communication in and among various cultural groups through an examination of communicative practices, registers, discourse, and performance.  Emphasis on understanding cultural differences and similarities in the different styles and stances in communication and their meanings to participants."
RLCL 3204H,- Multicultural Communication,"Exploration of communication in and among various cultural groups through an examination of communicative practices, registers, discourse, and performance.  Emphasis on understanding cultural differences and similarities in the different styles and stances in communication and their meanings to participants."
RLCL 3214,- Religion and Culture in India,"Interdisciplinary examination of the genealogy of Indian religions (including Hinduism, Buddhism, Jainism, and Sikhism) through anthropological, literary, historical, and textual source materials. Colonial construction and reform of these religions according to modern, universal European ideas of religion; how European notions of the modern nation-state, law, and religious tolerance, and European concepts of self, autonomy, community, (univocal) language, and multiculturalism impacted Indian religions. Pre-modern versus modern notions of tradition and power in Indian religions. Concepts of secularism, gender, race, conversion, caste, and religious-political identity."
RLCL 3224,- Religion and Culture in China and Japan,"Premodern model of Chinese and Japanese religions: interactions of various traditions (e.g. Confucianism, Buddhism, Daoism, Shinto, and folk); inseparability of religion, culture, society, and politics.  Modern reinventions of religion in China and Japan in the late nineteenth and early twentieth centuries.  Contemporary issues such as state-religion relations in East Asia, religions of China and Japan in America, East Asian religions and globalization."
RLCL 3404,- Torah and Tradition,"Detailed study of the first five books of the Bible, known as the Torah or Pentateuch. Scholarly approaches will include historical-critical research; comparative mythology; form and canon criticism; gender and literary studies; and the reception of these books in the Hebrew Bible, the New Testament, and beyond."
RLCL 3404H,- Torah and Tradition,"Detailed study of the first five books of the Bible, known as the Torah or Pentateuch. Scholarly approaches will include historical-critical research; comparative mythology; form and canon criticism; gender and literary studies; and the reception of these books in the Hebrew Bible, the New Testament, and beyond."
RLCL 3414,- Jesus in Earliest Christianity,"Literary survey of the various representations of Jesus of Nazareth in canonical and apocryphal Christian literature of the first four centuries. Perspectives on Jesus and the interpretive authority involved in producing such variety. Ancient and modern interpretive frameworks for understanding the person and legacy of Jesus in earliest Christianity, including historical-critical frameworks, redaction criticism, genre criticism, and other literary methods. Analyses of modern religious/political discourses as continuations of ancient theological debates. Emphasis on developing skills in critical thinking and close reading of early Christian texts as a means of understanding the religion(s) and histories of the earliest Christians."
RLCL 3424,- Orthodoxy and Heresy in Early Christianity,"Literary survey focusing on the diversity of Christian beliefs in the first four centuries. Highlights a variety of theological debates and the historical and cultural contexts involved in the eventual production of a Christian orthodoxy, over and against so-called heresy. The history and content of early Christian texts, both canonical and apocryphal. Ancient and modern interpretive frameworks for understanding the variety and diversity of earliest Christian beliefs, including historical-critical frameworks, comparative reading, source criticism, and other literary methods. Emphasis on developing skills in critical thinking and close reading of early Christian texts as a means of understanding the religion(s) and histories of the earliest Christians."
RLCL 3454,- Philosophy of Religion,"A consideration of religious belief and its justification with attention to such philosophical issues as the nature and existence of the Judeo-Christian-Muslim God, proofs for the existence of God, the problem of evil, a religious basis for ethics, the nature of faith, and the variety of religious beliefs."
RLCL 3494,- The Holocaust,"This course provides a historical account, a psychological analysis, and an occasion for philosophical contemplation on the Holocaust. We will examine the deliberate and systematic attempt to annihilate the Jewish people by the National Socialist German State during World War II. Although Jews were the primary victims, Gypsies, people with disabilities, homosexuals, Jehovahs Witnesses and political dissidents were targeted; we will discuss their fate as well. The class will be organized around the examination of primary sources: written accounts, photographic and film, personal testimony."
RLCL 3504,- The Age of The Crusades,"The origins and development of religious violence examined from an interdisciplinary and cross-cultural perspective; the place of that phenomenon in medieval society. Christianity, Islam, Judaism and their interactions in the medieval world."
RLCL 3544,- The State of Israel: A Political History,"This course provides a survey on the political history of the State of Israel and highlights major themes uniquely characterizing the specific events surrounding its establishment and its first 50 years of existence. Additionally, the course will add a comparative dimension by using the political history of Israel as a case study to discuss major themes in political science such as democracy, government, political, economy, etc."
RLCL 3644,- Religion in the Middle East,"Critical issues in religion in the Middle East. Competing methods for analyzing religion in the Middle East. Key concepts relating to religion and inter-religious relations in the Middle East such as minority, majority, tolerance, citizenship, and family law. Critical thinking about the relationship between Islam and other religions with particular reference to Muslim-Jewish and Muslim-Christian relations."
RLCL 3884,- Culture  and  Society in Contemporary Europe,"The impact of religion and culture in contemporary European politics and societies. Nationalism versus European cosmopolitanism. Religion, religious radicalism and religious tolerance in Europe. Culture and society in European urban and rural areas. Attitudes towards women and LGBTQ in Europe. Social foundations and cultural determinants of marginalization of social groups, migrants and refugees."
RLCL 3954,- Study Abroad,No description available
RLCL 4014,- Religion and the Public Sphere,"Debates about the resurgence of religion in the modern world. Complexities involved in defining religion. Social-scientific, phenomenological, and cultural approaches to the study of religion. Theories concerning what role religion should play in the public sphere. Theories about secularism, secularization, and the differentiation between religion and politics."
RLCL 4024,- Sociology of Religion,"Religion as a social structure as well as an institution; with special attention to the functions of religion for individuals, groups and societies, social organization; and the interplay between religion and other social institutions including economics and polity.  Taught alternate years."
RLCL 4104,- Explorations in Advanced Humanities Topics,"In-depth study of special interdisciplinary topic.  Topics vary but involve a close and extensive study of the interrelationship between cultural ideas and their expressions in several of the following forms: literature, philosophy, religion, art, music, drama, material culture, and popular culture.  May be repeated with different topics, for a maximum of 9 credits."
RLCL 4324,- Topics in Religion and Culture,"Selected topics from the religions of the world such as time and the sacred, preliterate religions, women and religion, religion and science, mysticism. May be taken three times for credit with different topics."
RLCL 4964,- Field Study,No description available
RLCL 4974,- Independent Study,No description available
RLCL 4974H,- Independent Study,No description available
RLCL 4984,- Special Study,No description available
RLCL 4994,- Undergraduate Research,No description available
RLCL 4994H,- Undergraduate Research,No description available
RED 1604,- Introduction to Residential Design,"Analysis of residential spaces to meet the needs of residents. Interrelationship of residential spaces, site, and community, including climate, historic tradition, culture and impact on diversity. House construction systems and finish materials. Current and future trends in design, construction and marketing of housing for diverse households. Impact of codes and regulations on residential design and construction. Professional and labor force issues in the housing industry, interpreting residential floor plans, elevations, detail drawings."
RED 2234,- Residential Materials,"Identifies materials used in residential applications. Flooring, Walls, Ceilings, Trim and Textiles. Reviews properties of materials, wellness for occupants, and sustainability criteria."
RED 2614,- Residential Construction,"Principles of residential construction. Components, materials and methods of residential construction. Terminology used in residential construction. Interior detailing."
RED 2624,- Residential Design I,Principles of residential design. Concept development using elements and principles of design. Space planning for residential environments including kitchen and bath design. Introduction to hand and computer drawing. Design Lab/Studio.
RED 2644,- Housing and the Consumer,"Overview of housing as it relates to consumer needs, values, lifestyles, norms and constraints. Includes structural and tenure alternatives, financial and legal considerations, house design, neighborhood choices, the home buying process, and future directions in housing. Government aspects focus on the history of federal involvement in housing, major housing programs, role of state and local government, and current housing issues and policies."
